"title","url","slug","description","headline","headlinedescription","price","brand_name","isdiscounted","offer","isactive","availableforsale","first_image_url"
"Where Bombay Meets the Burbs","https://tokike.com/collections/bombay-dreams/products/shaw-tuscan","tokike-shawn-tuscan-bag","<div class=""product-description"">
  <h2>SHAW (Tuscan)</h2>

  <p><strong>Overview:</strong> <strong>Shaw</strong> is native to Bombay’s streets, thriving in community values and timeless character. A true Bombay-bred icon, Shaw blends functionality with cultural warmth—crafted for modern lifestyles while preserving heritage spirit.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Material: Premium Yarn-dyed Canvas (does not bleed colour)</li>
    <li>Premium Metal Zip</li>
    <li>Functional Adjustable & Detachable Strap</li>
    <li>Waterproof Inner Lining</li>
    <li>2 Pockets and 1 Zip Pocket Inside</li>
    <li>Size: 4</li>
    <li>Handcrafted with attention to detail</li>
    <li>Designed and made in India</li>
  </ul>
</div>","SHAW Tote Bag","Shaw thrives in the heart of Bombay’s streets—community-first, rooted in values, yet evolved for today. Always centered, always present—Shaw is timeless and Tuscan in style.","{""code"":""INR"",""amount"":""2093"",""symbol"":""₹""}","Tokike",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""Toastd15""}",True,True,"https://assets.toastd.in/tokike/tokike-shawn-tuscan-bag/images/1.webp"
"Now Manufacture Papers at Home","https://kitsters.in/products/diy-handmade-paper-kit?_pos=1&_sid=090bade55&_ss=r","kitsters-diy-handmade-paper-kit","<div><h2 class=""product-heading"">DIY Handmade Paper Kit – Reuse. Create. Inspire. 🌿📜</h2><p class=""product-intro"">Turn yesterday’s paper into tomorrow’s masterpiece with the <strong>DIY Handmade Paper Kit</strong>. Whether you’re a seasoned crafter or just getting your hands wet (literally), this all-in-one kit gives you everything you need to make beautiful, textured handmade paper right at home.</p><p class=""product-intro"">Transform old letters, notebooks, packaging, and paper scraps into something meaningful—perfect for personalized stationery, greeting cards, art projects, or heartfelt gifts. It’s eco-friendly creativity at its finest.</p><h3 class=""product-subheading"">Why You’ll Love It:</h3><ul class=""product-features""><li>♻️ <strong>Eco-Friendly & Sustainable:</strong> Reuse old paper while learning the art of papermaking.</li><li>🌸 <strong>Personalize Your Sheets:</strong> Add dried flowers, seeds, threads, and colors to create one-of-a-kind textures.</li><li>📦 <strong>All-Inclusive Kit:</strong> Comes with every tool you need + a step-by-step video tutorial.</li><li>🎨 <strong>Creative Freedom:</strong> Paint, print, or write on your paper creations—your imagination’s the limit.</li><li>🎁 <strong>Great for Gifting or Craft Time:</strong> A thoughtful, hands-on activity for adults and kids alike.</li></ul><h3 class=""product-subheading"">Who’s This For?</h3><ul class=""product-target""><li>✔️ The eco-warrior who loves upcycling.</li><li>✔️ The DIY lover who craves meaningful, handmade crafts.</li><li>✔️ The parent or teacher looking for a creative learning activity.</li><li>✔️ The artist or stationery nerd who wants to add a personal touch.</li></ul><p class=""product-closing"">From pulp to paper, there’s something magical in the process. With the <strong>DIY Handmade Paper Kit</strong>, you’re not just crafting - you’re making something that matters. 🌿✨</p></div>
","DIY Handmade Paper Kit","This kit has everything you need to turn old delivery bags, letters, books, and paper scraps into unique creations. Perfect for crafts, gifts, or adding a personal touch.","{""code"":""INR"",""amount"":""1499"",""symbol"":""₹""}","Kitsters",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""TOASTD15""}",True,True,"https://assets.toastd.in/kitsters/kitsters-diy-handmade-paper-kit/images/kitsters_handmade_paper_1.webp"
"LUNAR | Sharp Balance - Zebra Wood & Red Sandalwood Chronograph Watch","https://samyakwatches.com/","samyak-lunar-sharp-balance","<div>
  <h2>LUNAR | Sharp Balance</h2>

  <p><strong>Lunar combines light zebra wood with rich red sandalwood, sleek steel accents, and a bold black bezel. With its chronograph sub-dials and a stunning sun–moon phase, it embodies both precision and style — striking the perfect balance of adventure and elegance.</strong></p>

  <p>The LUNAR Sharp Balance is built from Hardlex, zebra wood, red sandalwood, and stainless steel, creating a natural yet modern timepiece. Featuring a quality quartz movement and 3 ATM water resistance, it is reliable for everyday use while standing out as a distinctive accessory.</p>

  <ul>
    <li><strong>Model:</strong> GT111-2</li>
    <li><strong>Material:</strong> Hardlex + Zebra Wood + Red Sandalwood + 304 Stainless Steel + Alloy</li>
    <li><strong>Movement:</strong> Quality Quartz Movement</li>
    <li><strong>Water Resistance:</strong> 3 ATM (Daily Life Waterproof)</li>
    <li><strong>Case Thickness:</strong> 12 mm</li>
    <li><strong>Case Diameter:</strong> 44 mm</li>
    <li><strong>Perimeter:</strong> 220 mm</li>
    <li><strong>Band Width:</strong> 22 mm</li>
  </ul>

  <p><strong>Care Instructions:</strong> Wipe clean with a soft cloth. Avoid prolonged exposure to water or extreme conditions. Store in a dry, cool place to preserve wood quality and movement accuracy.</p>
</div>","LUNAR | Sharp Balance","A chronograph watch blending zebra wood, red sandalwood, and stainless steel with a bold black bezel — Lunar captures precision, elegance, and adventure.","{""code"":""INR"",""amount"":""12500"",""symbol"":""₹""}","Samyak",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/samyak/samyak-lunar-sharp-balance/images/1.webp"
"Never Get Ghosted by Your Sun-Screen","https://thehivado.com/products/hivado-light-bright-sunscreen","hivado-light-bright-sunscreen","<div class=""product-description"">
  <h2>Hivado Light &amp; Bright Sunscreen</h2>

  <p><strong>Overview:</strong> Experience advanced sun protection with <strong>Hivado Light &amp; Bright Sunscreen SPF 50+</strong>. Specially designed to shield your skin from harmful rays and daily urban stress, while keeping it hydrated and fresh.</p>

  <p><strong>What Sets Us Apart?</strong></p>
  <ul>
    <li>SPF 50+ shields against UVA and UVB rays.</li>
    <li>Lightweight hydration with a non-greasy finish.</li>
    <li>Protects skin from pollution and urban stress.</li>
    <li><strong>Mimiskin™️</strong> locks in moisture and defends skin.</li>
    <li>Specially crafted for men’s thicker skin.</li>
    <li>Gentle and safe for all skin types.</li>
  </ul>

  <p><strong>Best For:</strong> Daily use to protect skin from sun damage, dryness, and environmental stressors.</p>
</div>","Hivado Light & Bright Sunscreen","Protects skin from pollution and urban stress. SPF 50+ shields against UVA and UVB rays.","{""code"":""INR"",""amount"":""700"",""symbol"":""₹""}","Hivado",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/hivado/hivado-light-bright-sunscreen/images/hivado_spf_1.webp"
"Where Bombay Meets the Burbs","https://tokike.com/collections/tote-bags/products/perry","tokike-tote-bags-perry","<div class=""""product-description"""">
  <h2>PERRY (White & Blue)</h2>

  <p><strong>Overview:</strong> <strong>Perry</strong> is the soul of old Bombay happily stuck inside the body of today’s suburbaner, choosing the charm of the city’s former settlements over newly made townships. This handcrafted bag blends heritage and modern functionality.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Material: Premium Cotton Canvas with Waterproof Inner Lining</li>
    <li>Multiple pockets for organized storage</li>
    <li>Buttoned closure for secure carrying</li>
    <li>Handcrafted with attention to detail</li>
    <li>Designed and made in India</li>
  </ul>

  <p><strong>Perfect For:</strong> Those who appreciate functional, stylish, and heritage-inspired bags for everyday use.</p>
</div>","PERRY Tote Bag","No matter where Perry travels across the globe, Perry’s heart yearns for the bygone Bombay that today belongs in stories and forever in Perry’s memories of it.
Buy in 3 Colors.","{""code"":""INR"",""amount"":""1743"",""symbol"":""₹""}","Tokike",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""Toastd15""}",True,True,"https://assets.toastd.in/tokike/tokike-tote-bags-perry/images/tokike_tote_bag_1.webp"
"DRIFT | Casual Precision - Zebrawood & Ebony Watch with Minimalist Black Dial","https://samyakwatches.com/","samyak-drift-casual-precision","<div>
  <h2>DRIFT | Casual Precision</h2>

  <p><strong>Drift captures a laid-back yet refined spirit with its light wood casing and minimalist black dial. Designed for those who move effortlessly through time and style, it’s the perfect balance of ease, elegance, and modern craftsmanship.</strong></p>

  <p>The Casual Precision watch is crafted from natural zebrawood and ebony, paired with a durable Hardlex mirror for strength and clarity. Featuring precise Japanese Quartz movement and 3 ATM daily life water resistance, it is built for everyday sophistication with a modern edge.</p>

  <ul>
    <li><strong>Model:</strong> GT135-1</li>
    <li><strong>Material:</strong> Zebrawood + Ebony + Hardlex Mirror</li>
    <li><strong>Movement:</strong> Japanese Quartz Movement</li>
    <li><strong>Water Resistance:</strong> 3 ATM (Daily Life Waterproof)</li>
    <li><strong>Case Thickness:</strong> 11.40 mm</li>
    <li><strong>Case Diameter:</strong> 44 mm</li>
    <li><strong>Perimeter:</strong> 220 mm</li>
    <li><strong>Band Width:</strong> 22 mm</li>
  </ul>

  <p><strong>Care Instructions:</strong> Wipe regularly with a soft cloth. Avoid extended exposure to water and extreme temperatures. Store in a cool, dry place when not in use.</p>
</div>","DRIFT | Casual Precision","Drift blends laid-back charm with refined craftsmanship, featuring a light wood casing and minimalist black dial — the perfect balance of ease and style.","{""code"":""INR"",""amount"":""15000"",""symbol"":""₹""}","Samyak",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/samyak/samyak-drift-casual-precision/images/1.webp"
"Where Style Meets Utility, Suzette Leads the Way","https://tokike.com/products/suzette-coral?variant=41923918626875","tokike-suzette-coral","<div class=""product-description""><h2 class=""product-heading"">Suzette Canvas Travel Pouch</h2><p class=""product-intro"">The <strong>Suzette Travel Pouch</strong> is a perfect companion for journeys near or far. Inspired by the spirit of exploration, it combines modern functionality with timeless design.</p><h3 class=""product-subheading"">Key Details:</h3><ul class=""product-features""><li><strong>Material:</strong> Premium quality yarn-dyed canvas with waterproof lining</li><li><strong>Zippers:</strong> Premium zips and pullers for long-lasting use</li><li><strong>Design:</strong> Multipurpose one-size pouch with side-loop for easy grip</li><li><strong>Dimensions:</strong> 8'' x 6'' x 3''</li><li><strong>Origin:</strong> Designed and made in India</li></ul><p class=""product-closing"">Stylish, functional, and durable - the Suzette Travel Pouch keeps your essentials organized while carrying the essence of wanderlust wherever you go.</p></div>","Suzette (Coral)","Compact, durable, and versatile - crafted for explorers who need both style and functionality on the go.","{""code"":""INR"",""amount"":""699"",""symbol"":""₹""}","Tokike",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""Toastd15""}",True,True,"https://assets.toastd.in/tokike/tokike-suzette-coral/images/1.webp"
"Built for Power Players","https://carrypro.in/products/prime-backpack","carry-pro-prime-backpack","<div>
  <h3>Carrypro PRIME Everyday Laptop Backpack – Key Features</h3>
  <p><strong>Designed for modern professionals who demand elegance and performance.</strong></p>
  <ul>
    <li><strong>Premium ultra-smooth material:</strong> Sleek, luxurious look and feel</li>
    <li><strong>20L capacity:</strong> Spacious enough for all daily essentials</li>
    <li><strong>Dedicated laptop compartment:</strong> Fits up to 15.6"" devices safely</li>
    <li><strong>Hidden back pocket:</strong> Secure storage for valuables</li>
    <li><strong>Front pocket:</strong> Easy access for small essentials</li>
    <li><strong>Compression straps:</strong> Keeps the bag looking neat and compact</li>
    <li><strong>Water bottle compartment:</strong> Seamlessly integrated into the design</li>
    <li><strong>Perfect for:</strong> High-level professionals, business travelers, and luxury enthusiasts</li>
  </ul>
</div>","PRIME Everyday Laptop Backpack","The PRIME Backpack is designed for professionals who value a refined, classy look without sacrificing usability.","{""code"":""INR"",""amount"":""3299"",""symbol"":""₹""}","Carry Pro",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/carry-pro/carry-pro-prime-backpack/images/carry_prime_1.webp"
"Thin Cuban Sleek & Timeless Everyday Chain","https://grytt.in/products/compass-pendant-with-chain","grytt-compass-pendant-with-chain","<div>
  <p><strong>Key Features:</strong></p>
 <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with Rhodium Vermeil</li>
    <li><strong>Chain Size:</strong> 24 inches</li>
    <li><strong>Design:</strong> Compass pendant inspired by exploration — rugged yet refined</li>
    <li><strong>Style:</strong> Wear solo for a statement or layer with chains for a curated look</li>
    <li><strong>Durability:</strong> Waterproof and anti-tarnish for everyday adventures</li>
    <li><strong>Finish:</strong> Polished rhodium vermeil finish for long-lasting shine</li>
    <li><strong>Versatility:</strong> Perfect with casual tees or layered over shirts for a sharp look</li>
  </ul>
</div>","COMPASS PENDANT WITH CHAIN","Compass Pendant with Chain — a rugged 24-inch pendant in recycled 316L stainless steel with rhodium vermeil, built to be waterproof, anti-tarnish and ready for your next adventure.","{""code"":""INR"",""amount"":""999"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/grytt-compass-pendant-with-chain/images/1.webp"
"From Desk to Street – The Sleek MOJO V2.0 Everyday Companion.","https://carrypro.in/products/mojo-v2-laptop-backpack","carry-pro-mojo-v2-laptop-backpack","<div>
  <h2>MOJO V2.0 Everyday Backpack (20L)</h2>

  <p><strong>The upgraded all-rounder backpack built for your daily hustle and spontaneous adventures.</strong></p>

  <p>Introducing the MOJO V2.0 – a smart, durable, and versatile 20L backpack designed to keep up with your lifestyle. Whether you're commuting, traveling, or heading to class, it offers secure storage, thoughtful features, and everyday comfort.</p>

  <ul>
    <li><strong>Capacity:</strong> 20L – Compact yet spacious for essentials</li>
    <li><strong>Hidden Utility Pockets:</strong> Two concealed water bottle/utility pockets for extra storage</li>
    <li><strong>Laptop Friendly:</strong> Fits laptops up to 15.6 inches securely</li>
    <li><strong>Transparent Front Pocket:</strong> Quick-access zipper pocket with a sleek look</li>
    <li><strong>Secret Top Zipper:</strong> Protect valuables from theft and mishaps</li>
    <li><strong>Comfort First:</strong> Ergonomic padded shoulder straps for all-day use</li>
    <li><strong>Available Colours:</strong> 5 stylish shades to match your vibe</li>
    <li><strong>Dimensions:</strong> 44 cm (L) x 33 cm (W) x 10 cm (D)</li>
    <li><strong>Weight:</strong> 650 grams</li>
  </ul>

  <p><strong>Care Instructions:</strong> Hand wash only. Soak in lukewarm water with mild detergent for 15–20 minutes, rinse thoroughly. Avoid machine wash.</p>

  <p><strong>Who It's For:</strong></p>
  <ul>
    <li><strong>Daily Commuters:</strong> Designed to carry work, laptop, and essentials effortlessly</li>
    <li><strong>Urban Explorers:</strong> Lightweight yet secure for spontaneous city adventures</li>
    <li><strong>Students & Professionals:</strong> Blends functionality and style for everyday use</li>
  </ul>
</div>","MOJO V2.0 Everyday Backpack (20L)","A versatile, durable, and sleek backpack crafted to be your perfect everyday partner – from work to weekends.","{""code"":""INR"",""amount"":""2199"",""symbol"":""₹""}","Carry Pro",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/carry-pro/carry-pro-mojo-v2-laptop-backpack/images/1.webp"
"India Called. It wants its Chai Back","https://guppymoms.com/products/masala-chai?variant=45784114331904","guppymoms-masala-chai","<div class=""""product-description"""">
  <h2>Original Indian Masala Chai | Bold Assam CTC Blend, Traditional Spice Harmony | 200g</h2>

  <p><strong>Overview:</strong> Indulge in the rich and authentic flavors of <strong>Guppy Moms Masala Chai</strong> — a bold Assam CTC tea blended with traditional Indian spices to deliver a warm, fragrant cup every time.</p>

  <p><strong>Why you'll love it:</strong></p>
  <ul>
    <li>Perfect for tea lovers</li>
    <li>Deeply rooted in Indian history and traditions</li>
    <li>India's favorite morning beverage</li>
    <li>Unique, balanced spicy flavor</li>
    <li>Carefully selected raw &amp; organically certified ingredients</li>
    <li>Pack size: <strong>200g</strong></li>
  </ul>

  <p><strong>Tasting Notes:</strong> Bold malty base from Assam CTC, bright spice notes (cardamom, cinnamon, ginger, cloves), and a lingering, warming finish.</p>

  <p><strong>How to enjoy:</strong> Brew 1–2 teaspoons per cup with hot water and milk (optional). Sweeten to taste.</p>

  <p><strong>Order:</strong> Order now for an authentic and flavorful masala chai experience. <a href=""""#"""" class=""""btn"""">Buy Now</a></p>
</div>","Original Indian Masala Chai | Bold Assam CTC Blend, Traditional Spice Harmony | 200g","No artificial colors, No preservatives, No artificial Flavours
Earth, Spicy and warm, with a sweet cinnamon finish.","{""code"":""INR"",""amount"":""340"",""symbol"":""₹""}","Guppy Moms",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/guppymoms/guppymoms-masala-chai/images/masala_chai_1080x.webp"
"Lana Vegan Leather Sling Bag - Black & Gold","https://greenhermitage.com/products/lana-vegan-leather-sling-bag","greenhermitage-lana-vegan-leather-sling-bag","<div>
  <p><strong>KEY HIGHLIGHTS</strong></p>
  <ul>
    <li><strong>Elegant Minimalism:</strong> Modern golden zari motif on sleek black vegan leather for a refined, contemporary look.</li>
    <li><strong>Compact & Useful:</strong> Slim silhouette designed for essentials — phone, cards, keys — without unnecessary bulk.</li>
    <li><strong>Adjustable Comfort:</strong> 2"" x 45"" adjustable strap for crossbody or shoulder wear; customise the fit to your lifestyle.</li>
    <li><strong>Premium Plant-Based Materials:</strong> Crafted from Banana Leather with intricate Zari Embroidery for a luxe yet sustainable finish.</li>
    <li><strong>Secure Design:</strong> Structured body and reliable closures keep belongings safe while you move.</li>
    <li><strong>Dimensions:</strong> L 8"" x W 1.5"" x H 5.5""</li>
    <li><strong>Strap:</strong> 2"" x 45"" (adjustable)</li>
    <li><strong>Care Instructions:</strong> Wipe outer surface with a damp cloth. Use a soft polish sponge for shine. Handwash inner lining gently with mild detergent and air dry in shade.</li>
  </ul>
</div>","Lana Vegan Leather Sling Bag","A study in understated luxury - the Lana Sling pairs black Banana Leather with delicate gold zari embroidery, offering a compact, adjustable, and sustainably made companion for day-to-night outings.","{""code"":""INR"",""amount"":""8600"",""symbol"":""₹""}","Green Hermitage",True,"{""type"":""PERCENT"",""value"":""20"",""symbol"":""%"",""code"":""TOASTD20""}",True,True,"https://assets.toastd.in/greenhermitage/greenhermitage-lana-vegan-leather-sling-bag/images/1.webp"
"Thin Cuban Sleek & Timeless Everyday Chain","https://grytt.in/products/wheat-chain-silver","grytt-wheat-chain-silver","<div>
  <p><strong>Key Features:</strong></p>
 <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with Rhodium Vermeil</li>
    <li><strong>Chain Size:</strong> 22 inches</li>
    <li><strong>Thickness:</strong> 4MM</li>
    <li><strong>Design:</strong> Intricate wheat weave for a refined, textured finish</li>
    <li><strong>Style:</strong> Wear solo for subtle sophistication or layer with other chains for a curated look</li>
    <li><strong>Durability:</strong> Waterproof and anti-tarnish</li>
    <li><strong>Finish:</strong> Polished rhodium vermeil finish for lasting shine</li>
    <li><strong>Versatility:</strong> Ideal for everyday wear and special occasions</li>
  </ul>
</div>","WHEAT CHAIN (SILVER)","The Wheat Chain (22 inch, 4MM) features an intricate wheat weave crafted from recycled 316L stainless steel with rhodium vermeil - durable, waterproof, and designed to elevate both casual and formal looks.","{""code"":""INR"",""amount"":""799"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/grytt-wheat-chain-silver/images/1.webp"
"Thin Cuban Sleek & Timeless Everyday Chain","https://grytt.in/products/rope-bracelet-silver","grytt-rope-bracelet-silver","<div>
  <p><strong>Key Features:</strong></p>
 <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with Rhodium Vermeil</li>
    <li><strong>Bracelet Length:</strong> 17-22 cm (adjustable)</li>
    <li><strong>Thickness:</strong> 4MM</li>
    <li><strong>Design:</strong> Textured rope twist inspired by nautical motifs</li>
    <li><strong>Style:</strong> Wear solo for a minimalist look or stack with other bracelets for a layered finish</li>
    <li><strong>Durability:</strong> Waterproof and anti-tarnish</li>
    <li><strong>Finish:</strong> Polished vermeil finish for lasting shine</li>
    <li><strong>Versatility:</strong> Perfect for everyday wear — from casual to refined</li>
  </ul>
</div>","ROPE BRACELET (SILVER)","The Rope Bracelet (Silver) — a 4MM adjustable bracelet (17–22 cm) with a twisted rope design, crafted from recycled 316L stainless steel with rhodium vermeil. Durable, waterproof and perfect for everyday layering.","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/grytt-rope-bracelet-silver/images/1.webp"
"Spider-Man Edge 7W Wireless Speaker | 20-Hour Battery | Water-Resistant Superhero Edition","https://baritono.in/products/spider-man-edge?variant=45655176577189","spider-man-edge","<section class=""product"" aria-labelledby=""product-title"">
  <h1 id=""product-title"">Spider-Man Edge 7W Wireless Speaker | Superhero Edition</h1>

  <p class=""short-desc"">
    Bring your favorite hero to life with the <strong>Spider-Man Edge 7W Wireless Speaker</strong>. Designed for performance and style, it delivers powerful sound, seamless connectivity, and all-weather durability — perfect for every adventure.
  </p>

  <div class=""product-details"">
    <h2>Key Features</h2>
    <ul>
      <li><strong>Seamless 5.1 Bluetooth Connectivity:</strong> Fast, clear, and smooth pairing with instant auto-reconnect to your last device.</li>
      <li><strong>Rainproof & Durable:</strong> Water-resistant design built to withstand splashes, storms, and outdoor fun.</li>
      <li><strong>Smart Auto-Off:</strong> Automatically powers down after 10 minutes of inactivity to save battery.</li>
      <li><strong>Long-Lasting Battery:</strong> Up to <strong>20 hours of nonstop playback</strong> — perfect for parties, workouts, and travel.</li>
      <li><strong>Total Control:</strong> Intuitive buttons for mode switch, volume adjustment, and track navigation — effortless operation, even in motion.</li>
    </ul>
  </div>

  <div class=""design"">
    <h2>Superhero Design</h2>
    <p>Inspired by <strong>Spider-Man’s iconic energy and resilience</strong>, the Edge 7W Speaker combines bold aesthetics with rugged performance — a must-have for fans and audiophiles alike.</p>
  </div>

  <div class=""product-note"">
    <p><small>Note: Water-resistant, not waterproof. Avoid full submersion. Actual battery life may vary based on usage and volume settings.</small></p>
  </div>
</section>","Spider-Man Edge Wireless Speaker","Unleash powerful sound with the Spider-Man Edge 7W Wireless Speaker -featuring 5.1 Bluetooth, water resistance, 20-hour battery life, and smart auto-off technology. Built to perform like your favorite superhero.","{""code"":""INR"",""amount"":""1699"",""symbol"":""₹""}","gifting",False,"{""type"":""PERCENT"",""value"":""5"",""symbol"":""%"",""code"":""TOASTD5""}",True,True,"https://assets.toastd.in/gifting/spider-man-edge/images/1.webp"
"ROCKSTA Y2K Jersey | Oversized Streetwear Jersey | Unisex","https://weirdplanet.co/products/rocksta-y2k-jersey?variant=48690080186656","rocksta-y2k-jersey","<section class=""product"" aria-labelledby=""product-title"">
  <h1 id=""product-title"">ROCKSTA Y2K JERSEY</h1>

  <p class=""short-desc"">
    Step into the bold Y2K streetwear era with the <strong>ROCKSTA Y2K JERSEY</strong> — a perfect fusion of retro edge and modern comfort. Designed for those who live life in motion, this jersey delivers both performance and effortless style, making it ideal for sports or everyday wear.
  </p>

  <div class=""product-details"">
    <h2>Product Details</h2>
    <ul>
      <li><strong>Material:</strong> High-quality, breathable polyester blend for durability and comfort.</li>
      <li><strong>Fit:</strong> Relaxed, oversized silhouette inspired by early 2000s street fashion.</li>
      <li><strong>Design:</strong> Bold graphics and logo prints that stand out on and off the field.</li>
      <li><strong>Features:</strong> Lightweight, flexible fabric with moisture-wicking properties for all-day wear.</li>
      <li><strong>Occasion:</strong> Perfect for sports, music festivals, or casual city outings.</li>
    </ul>
  </div>

  <div class=""care-instructions"">
    <h2>Care Instructions</h2>
    <ul>
      <li>Machine wash cold with similar colors.</li>
      <li>Do not bleach or tumble dry.</li>
      <li>Iron on low temperature inside out.</li>
    </ul>
  </div>

  <div class=""product-note"">
    <p><small>Note: This jersey features a unisex fit. Pair it with baggy jeans or cargos for a complete Y2K streetwear look.</small></p>
  </div>
</section>","ROCKSTA Y2K JERSEY","Bring back the Y2K vibes with the ROCKSTA Jersey — designed for performance, comfort, and unapologetic street style.","{""code"":""INR"",""amount"":""899"",""symbol"":""₹""}","gifting",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/gifting/rocksta-y2k-jersey/images/1.webp"
"Lemon Life – Unisex Oversized Graphic Tee","https://juiceberry.in/product/lemon-life-2/","lemon-life-2","<div>
  <p><strong>KEY HIGHLIGHTS</strong></p>
  <ul>
    <li><strong>Vibrant Design:</strong> Features a refreshing lemon drink print on the front and playful ‘LEMON LIFE’ typography on the back for a sunny, cheerful vibe.</li>
    <li><strong>Premium Comfort:</strong> Made from 100% cotton with a soft treatment for a breathable, hug-like feel.</li>
    <li><strong>Oversized Unisex Fit:</strong> Designed with dropped shoulders for that laid-back, trendy, and universally flattering streetwear look.</li>
    <li><strong>Durable Quality:</strong> Crafted from 220 GSM high-density cotton that maintains its shape and texture after multiple washes.</li>
    <li><strong>Everyday Essential:</strong> Perfect for casual outings, summer hangouts, or just lounging at home in effortless style.</li>
    <li><strong>Model Info:</strong> Male model is 5′11″ wearing size XL; Female model is 5′6″ wearing size M.</li>
    <li><strong>Care Instructions:</strong> Machine wash cold, tumble dry low, avoid bleach and ironing directly over the print.</li>
  </ul>
</div>","Lemon Life","A bright and refreshing oversized unisex tee that brings zest to your wardrobe. Crafted from 100% soft cotton and designed for comfort, fun, and effortless summer style.","{""code"":""INR"",""amount"":""899"",""symbol"":""₹""}","gifting",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/gifting/lemon-life-2/images/2.webp"
"Whey91 Strawberry Splash Protein Bars – 20g Protein, 7.2g Fibre (Pack of 6)","https://whey91.com/collections/products/products/whey91-strawberry-splash-protein-bars","whey91-strawberry-splash-protein-bars","<section class=""product"" aria-labelledby=""product-title"">
  <h1 id=""product-title"">Whey91 Strawberry Splash Protein Bars – 20g Protein, 7.2g Fibre (Pack of 6)</h1>

  <p class=""short-desc"">
    Fuel your day with <strong>Whey91 Strawberry Splash Protein Bars</strong> – a delicious, high-protein snack that delivers 20g of premium protein and 7.2g of fiber in every bar. Bursting with real strawberry flavor, this is the perfect on-the-go treat for fitness lovers and busy professionals.
  </p>

  <div class=""product-details"">
    <h2>Product Description</h2>
    <p>
      The <strong>Whey91 Strawberry Splash Protein Bar</strong> combines taste and nutrition in every bite. Packed with <strong>Gold Standard Premium Protein</strong> and enriched with <strong>real strawberry chunks</strong>, each bar fuels your performance and recovery. 
      It’s free from artificial flavors and preservatives, making it a clean and effective source of nutrition for workouts, travel, or your mid-day hunger pangs.
    </p>

    <ul>
      <li><strong>Protein:</strong> 20g per bar</li>
      <li><strong>Fiber:</strong> 7.2g per bar</li>
      <li><strong>Flavor:</strong> Strawberry Splash</li>
      <li><strong>Ingredients:</strong> Protein Blend (Soy, Whey Concentrate, Isolate), Strawberry Pieces, Prebiotic Fiber, Maltitol Syrup, Sunflower Oil, Sweeteners (Sucralose, Maltitol)</li>
      <li><strong>Allergens:</strong> Contains Milk & Soy. May contain Nuts, Wheat, and Oats.</li>
      <li><strong>Storage:</strong> Store in a cool, dry place away from sunlight. Consume immediately once opened.</li>
      <li><strong>Quantity:</strong> 6 bars (Net Weight: 390g)</li>
    </ul>
  </div>
</section>","Whey91 Strawberry Splash Protein Bars - 20g Protein 7.2g Fibre (Pack of 6 bars)","Power your performance with a burst of fruity energy — Whey91 Strawberry Splash delivers 20g of clean protein and 7.2g of fiber in every bar.","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","gifting",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/gifting/whey91-strawberry-splash-protein-bars/images/1.webp"
